name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/12-dictionary/compile-multi,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,75,4.61s,36.16ms,1.50ms,37.21ms,3.49ms,33.18ms,49.51ms
curated/13-noseyparker/single,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"failed to run command for 'quickjs/hybrid', last line of stderr is: Error: syntax error: expecting character",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/13-noseyparker/single,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"failed to run command for 'quickjs/pure-rust', last line of stderr is: Error: syntax error: expecting character",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/13-noseyparker/single,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32514634,4,4.86s,800.59ms,11.70ms,799.02ms,14.70ms,778.05ms,816.87ms
curated/13-noseyparker/multi,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"failed to run command for 'quickjs/hybrid', last line of stderr is: Error: regex engine only supports one pattern at a time, but was given 96 patterns",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/13-noseyparker/multi,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"failed to run command for 'quickjs/pure-rust', last line of stderr is: Error: regex engine only supports one pattern at a time, but was given 96 patterns",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/13-noseyparker/multi,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32514634,3,5.22s,1.02s,12.40ms,1.02s,10.20ms,1.01s,1.03s
curated/13-noseyparker/compile-single,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"failed to run command for 'quickjs/hybrid', last line of stderr is: Error: syntax error: expecting character",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/13-noseyparker/compile-single,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"failed to run command for 'quickjs/pure-rust', last line of stderr is: Error: syntax error: expecting character",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/13-noseyparker/compile-single,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,509,4.51s,5.17ms,152.62us,5.29ms,374.22us,4.85ms,7.34ms
curated/13-noseyparker/compile-multi,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"failed to run command for 'quickjs/hybrid', last line of stderr is: Error: regex engine only supports one pattern at a time, but was given 96 patterns",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/13-noseyparker/compile-multi,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"failed to run command for 'quickjs/pure-rust', last line of stderr is: Error: regex engine only supports one pattern at a time, but was given 96 patterns",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/13-noseyparker/compile-multi,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,435,4.56s,6.16ms,178.74us,6.25ms,358.59us,5.75ms,8.60ms
curated/14-quadratic/1x,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,100,26063,4.57s,107.45us,4.24us,114.91us,17.63us,101.10us,362.35us
curated/14-quadratic/1x,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,100,25830,4.57s,108.11us,4.51us,115.95us,18.58us,102.14us,322.57us
curated/14-quadratic/1x,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,100,273774,4.90s,10.54us,220.00ns,10.86us,2.61us,10.29us,253.31us
curated/14-quadratic/2x,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,200,7558,4.51s,387.32us,13.46us,396.75us,35.69us,363.70us,722.40us
curated/14-quadratic/2x,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,200,7305,4.51s,394.49us,18.28us,410.50us,48.23us,365.62us,745.58us
curated/14-quadratic/2x,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,200,73602,4.62s,38.99us,540.00ns,40.62us,6.46us,38.42us,414.78us
curated/14-quadratic/10x,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,1000,337,4.51s,8.71ms,198.72us,8.91ms,631.24us,8.20ms,12.51ms
curated/14-quadratic/10x,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,1000,329,4.56s,8.94ms,255.41us,9.13ms,655.52us,8.30ms,12.66ms
curated/14-quadratic/10x,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1000,3180,4.52s,933.80us,16.82us,943.36us,34.29us,908.24us,1.23ms
dictionary/compile/english,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,6,4.76s,510.24ms,2.84ms,510.69ms,4.21ms,504.73ms,517.73ms
dictionary/compile/english-10,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,15,4.81s,206.83ms,4.91ms,208.09ms,7.57ms,199.79ms,225.84ms
dictionary/compile/english-15,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,148,4.56s,19.83ms,763.48us,20.09ms,1.16ms,18.39ms,23.65ms
dictionary/search/english,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,61436,2599,5.16s,1.12ms,36.41us,1.15ms,103.69us,1.03ms,1.75ms
dictionary/search/english-tiny,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,108,1000000,4.49s,1.10us,10.00ns,1.18us,917.00ns,1.03us,270.79us
dictionary/search/english-10,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,61436,4281,4.76s,676.76us,28.19us,700.70us,74.41us,615.84us,2.11ms
dictionary/search/english-15,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,61436,19302,4.57s,149.97us,7.36us,155.34us,18.79us,137.33us,427.43us
folly/awyer-inn-busted,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,80007,3371,4.51s,864.19us,18.27us,889.77us,102.34us,837.01us,5.05ms
folly/literal-never-match-rare,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,7384531,11904,4.56s,234.34us,16.04us,251.80us,49.53us,210.30us,660.51us
folly/literal-never-match-frequent,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,7384531,11528,4.56s,241.60us,15.83us,260.03us,51.87us,214.94us,1.21ms
folly/literal-never-match-tricksy,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,120012,135394,4.73s,20.35us,40.00ns,22.04us,4.92us,20.23us,375.23us
grep/every-line,grep,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,7384531,362,4.56s,8.02ms,146.62us,8.29ms,751.33us,7.71ms,12.28ms
grep/long-words-ascii,grep,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,7384531,188,4.56s,15.79ms,336.99us,16.00ms,927.37us,14.82ms,20.92ms
grep/long-words-unicode,grep,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,7384531,183,4.56s,16.36ms,345.48us,16.43ms,570.92us,15.63ms,18.82ms
hyperscan/literal-english-nosom,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,613357,148274,4.72s,18.33us,470.00ns,20.11us,5.32us,17.39us,278.22us
hyperscan/literal-english-som,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,613357,151992,4.73s,17.55us,110.00ns,19.61us,5.25us,17.34us,286.35us
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,613357,49587,4.62s,57.33us,90.00ns,60.33us,8.81us,57.03us,407.62us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,613357,47557,4.57s,58.14us,710.00ns,62.90us,10.82us,57.14us,366.15us
hyperscan/literal-russian-nosom,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,613423,153733,4.73s,17.56us,100.00ns,19.39us,15.56us,17.38us,5.62ms
hyperscan/literal-russian-som,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,613423,152899,4.68s,17.57us,80.00ns,19.48us,5.43us,17.35us,223.14us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,613423,34159,4.57s,82.84us,340.00ns,87.67us,11.09us,82.10us,313.68us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,613423,33875,4.57s,83.45us,380.00ns,88.40us,11.24us,82.41us,335.40us
hyperscan/literal-suffix-nosom,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,38971,4.57s,72.96us,790.00ns,76.80us,10.75us,69.59us,289.85us
hyperscan/literal-suffix-som,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,43003,4.57s,66.02us,620.00ns,69.60us,9.81us,63.80us,289.90us
hyperscan/literal-inner-nosom,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,44872,4.57s,62.14us,650.00ns,66.67us,11.25us,60.61us,445.56us
hyperscan/literal-inner-som,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,44773,4.57s,61.84us,710.00ns,66.83us,12.53us,59.88us,815.73us
hyperscan/fixed-length-words-nosom,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,2711,4.52s,1.09ms,18.15us,1.11ms,128.34us,1.07ms,5.24ms
hyperscan/fixed-length-words-som,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,2677,4.51s,1.11ms,21.72us,1.12ms,55.02us,1.08ms,2.48ms
hyperscan/fixed-length-words-unicode-nosom,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,2712,4.56s,1.10ms,18.79us,1.11ms,43.97us,1.07ms,2.20ms
imported/leipzig/twain,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,2055,4.56s,1.44ms,121.80us,1.46ms,192.14us,1.06ms,2.43ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,1266,4.56s,2.37ms,113.16us,2.37ms,185.95us,1.88ms,3.27ms
imported/leipzig/shing,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,1579,4.56s,1.88ms,112.95us,1.90ms,186.45us,1.48ms,3.29ms
imported/leipzig/huck-saw,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,1399,4.56s,2.13ms,86.30us,2.15ms,164.77us,1.59ms,2.92ms
imported/leipzig/word-ending-nn,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,2053,4.56s,1.45ms,105.37us,1.46ms,153.48us,1.12ms,2.03ms
imported/leipzig/certain-long-strings-ending-x,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,522,4.56s,5.70ms,123.93us,5.76ms,252.81us,5.36ms,6.92ms
imported/leipzig/tom-sawyer-huckle-finn,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,1409,4.56s,2.13ms,96.57us,2.13ms,152.86us,1.68ms,3.14ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,103,4.56s,28.63ms,501.07us,29.13ms,1.35ms,27.74ms,36.17ms
imported/leipzig/tom-sawyer-huckle-fin-prefix-short,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,1333,4.56s,2.22ms,104.08us,2.25ms,194.16us,1.83ms,3.02ms
imported/leipzig/tom-sawyer-huckle-fin-prefix-long,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,1307,4.56s,2.28ms,99.82us,2.30ms,172.10us,1.83ms,3.31ms
imported/leipzig/tom-river,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,1212,4.57s,2.44ms,102.92us,2.48ms,245.35us,2.04ms,6.41ms
imported/leipzig/ing,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,274,4.56s,10.79ms,207.91us,10.97ms,681.33us,10.25ms,14.76ms
imported/leipzig/ing-whitespace,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,300,4.56s,9.87ms,246.55us,10.03ms,796.41us,9.41ms,21.13ms
imported/leipzig/awyer-inn,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,1234,4.56s,2.43ms,133.98us,2.43ms,195.66us,1.94ms,3.39ms
imported/leipzig/quotes-bounded,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,471,4.56s,6.33ms,139.72us,6.37ms,233.49us,6.03ms,7.59ms
imported/leipzig/non-ascii-alternate,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,1439,4.56s,2.08ms,147.34us,2.09ms,225.87us,1.58ms,3.42ms
imported/leipzig/math-symbols,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,102,4.61s,29.42ms,141.56us,29.57ms,717.55us,29.14ms,35.62ms
imported/leipzig/bounded-strings-ending-z,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,16013977,2545,4.56s,1.17ms,102.81us,1.18ms,154.35us,841.18us,1.85ms
imported/lh3lh3-reb/uri,grep,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,39887114,87,4.66s,34.29ms,493.65us,34.72ms,1.52ms,33.24ms,41.91ms
imported/lh3lh3-reb/email,grep,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,39887114,92,4.66s,32.42ms,671.70us,32.95ms,2.29ms,30.90ms,45.34ms
imported/lh3lh3-reb/date,grep,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,39887114,73,4.66s,40.57ms,482.32us,41.21ms,2.27ms,39.56ms,54.11ms
imported/lh3lh3-reb/uri-or-email,grep,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,39887114,32,4.67s,93.59ms,1.08ms,93.93ms,1.76ms,91.39ms,98.74ms
imported/mariomka/email,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,6839410,11212,4.58s,255.85us,15.62us,267.35us,36.71us,231.10us,1.11ms
imported/mariomka/uri,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,6839410,2065,4.56s,1.40ms,74.83us,1.45ms,200.29us,1.26ms,6.56ms
imported/mariomka/ip,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,6839410,818,4.56s,3.57ms,90.58us,3.67ms,313.12us,3.38ms,7.05ms
imported/regex-redux/regex-redux,regex-redux,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,102,4.56s,29.24ms,469.26us,29.51ms,1.18ms,28.30ms,35.56ms
imported/rsc/no-exponential,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,25,1000000,1.63s,100.00ns,0.00ns,102.00ns,290.00ns,90.00ns,91.30us
imported/rsc/literal,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,51,1000000,1.53s,50.00ns,10.00ns,50.00ns,200.00ns,40.00ns,84.90us
imported/rsc/not-literal,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,51,1000000,1.68s,110.00ns,0.00ns,117.00ns,206.00ns,90.00ns,48.50us
imported/rsc/match-class,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,81,1000000,1.57s,60.00ns,0.00ns,65.00ns,147.00ns,50.00ns,65.30us
imported/rsc/match-class-in-range,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,81,1000000,1.57s,50.00ns,10.00ns,49.00ns,208.00ns,40.00ns,87.50us
imported/rsc/match-class-unicode,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,161,1000000,2.34s,360.00ns,0.00ns,375.00ns,485.00ns,350.00ns,104.33us
imported/rsc/anchored-literal-short-non-match,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,26,1000000,1.62s,50.00ns,0.00ns,58.00ns,177.00ns,50.00ns,72.67us
imported/rsc/anchored-literal-long-non-match,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,390,1000000,1.58s,50.00ns,0.00ns,59.00ns,323.00ns,50.00ns,199.60us
imported/rsc/anchored-literal-short-match,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,26,1000000,1.43s,70.00ns,0.00ns,77.00ns,239.00ns,70.00ns,104.32us
imported/rsc/anchored-literal-long-match,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,390,1000000,1.64s,80.00ns,10.00ns,81.00ns,162.00ns,70.00ns,48.99us
imported/rsc/one-pass-short,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,17,1000000,1.68s,110.00ns,10.00ns,113.00ns,424.00ns,90.00ns,265.19us
imported/rsc/one-pass-short-not,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,17,1000000,1.68s,100.00ns,10.00ns,101.00ns,352.00ns,90.00ns,132.09us
imported/rsc/one-pass-long-prefix,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,26,1000000,1.73s,110.00ns,10.00ns,110.00ns,384.00ns,100.00ns,294.98us
imported/rsc/one-pass-long-prefix-not,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,26,1000000,1.59s,110.00ns,10.00ns,112.00ns,337.00ns,100.00ns,155.24us
imported/rsc/long-needle1,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,100002,947486,5.74s,2.89us,0.00ns,3.08us,1.34us,2.87us,154.83us
imported/rsc/long-needle2,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,100002,5423,4.51s,526.67us,28.31us,553.00us,75.73us,471.69us,1.11ms
imported/rsc/easy0-32,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,58,1000000,1.58s,70.00ns,0.00ns,71.00ns,188.00ns,50.00ns,57.67us
imported/rsc/easy0-1k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1050,1000000,1.63s,100.00ns,10.00ns,99.00ns,252.00ns,80.00ns,93.28us
imported/rsc/easy0-32k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32794,1000000,3.64s,1.01us,10.00ns,1.10us,825.00ns,0.99us,150.93us
imported/rsc/easy0-1mb,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1048602,88023,4.63s,30.95us,1.26us,33.92us,25.87us,29.48us,7.34ms
imported/rsc/easy1-32,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,51,1000000,1.28s,100.00ns,0.00ns,107.00ns,258.00ns,90.00ns,60.93us
imported/rsc/easy1-1k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1043,1000000,1.38s,100.00ns,0.00ns,106.00ns,285.00ns,90.00ns,154.11us
imported/rsc/easy1-32k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32787,1000000,1.69s,100.00ns,0.00ns,106.00ns,241.00ns,90.00ns,81.82us
imported/rsc/easy1-1mb,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1048595,1000000,1.58s,100.00ns,0.00ns,114.00ns,266.00ns,90.00ns,95.25us
imported/rsc/medium-32,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,59,1000000,1.53s,110.00ns,0.00ns,116.00ns,1.36us,100.00ns,1.34ms
imported/rsc/medium-1k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1051,1000000,1.69s,110.00ns,0.00ns,124.00ns,5.72us,100.00ns,4.04ms
imported/rsc/medium-32k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32795,1000000,1.63s,110.00ns,0.00ns,121.00ns,394.00ns,100.00ns,108.88us
imported/rsc/medium-1mb,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1048603,1000000,1.68s,110.00ns,0.00ns,116.00ns,326.00ns,100.00ns,91.16us
imported/rsc/hard-32,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,58,1000000,1.90s,190.00ns,0.00ns,200.00ns,347.00ns,180.00ns,89.53us
imported/rsc/hard-1k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1050,1000000,1.58s,110.00ns,0.00ns,120.00ns,282.00ns,100.00ns,114.52us
imported/rsc/hard-32k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32794,1000000,1.33s,110.00ns,0.00ns,116.00ns,259.00ns,100.00ns,92.61us
imported/rsc/hard-1mb,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1048602,1000000,1.73s,170.00ns,0.00ns,182.00ns,352.00ns,160.00ns,156.70us
imported/rsc/reallyhard0-32,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,58,1000000,1.93s,290.00ns,10.00ns,298.00ns,381.00ns,270.00ns,104.89us
imported/rsc/reallyhard0-1k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1050,1000000,1.43s,190.00ns,10.00ns,204.00ns,344.00ns,170.00ns,84.08us
imported/rsc/reallyhard0-32k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32794,1000000,3.89s,1.13us,10.00ns,1.22us,927.00ns,1.10us,196.50us
imported/rsc/reallyhard0-1mb,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1048602,86636,4.62s,31.28us,1.33us,34.46us,8.82us,29.78us,336.64us
imported/rsc/reallyreallyhard0-32,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,47,1000000,2.09s,280.00ns,0.00ns,293.00ns,483.00ns,270.00ns,119.62us
imported/rsc/reallyreallyhard0-1k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1039,1000000,1.73s,190.00ns,10.00ns,197.00ns,345.00ns,180.00ns,91.81us
imported/rsc/reallyreallyhard0-32k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32783,1000000,3.94s,1.17us,0.00ns,1.26us,825.00ns,1.12us,140.89us
imported/rsc/reallyreallyhard0-1mb,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1048591,89445,4.67s,31.10us,490.00ns,33.38us,7.56us,29.80us,308.96us
imported/rsc/reallyreallyreallyhard0-32,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,51,1000000,1.93s,280.00ns,0.00ns,307.00ns,627.00ns,270.00ns,137.02us
imported/rsc/reallyreallyreallyhard0-1k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1043,1000000,1.83s,190.00ns,0.00ns,210.00ns,396.00ns,180.00ns,181.44us
imported/rsc/reallyreallyreallyhard0-32k,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32787,1000000,3.85s,1.15us,0.00ns,1.21us,872.00ns,1.12us,151.88us
imported/rsc/reallyreallyreallyhard0-1mb,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1048595,87669,4.63s,31.37us,690.00ns,34.06us,8.08us,30.43us,302.90us
imported/sherlock/name-sherlock,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,129361,4.63s,20.76us,740.00ns,23.05us,6.44us,19.53us,265.68us
imported/sherlock/name-holmes,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,96617,4.67s,28.92us,200.00ns,30.90us,7.89us,28.38us,1.44ms
imported/sherlock/name-sherlock-holmes,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,131675,4.72s,20.77us,570.00ns,22.64us,5.92us,19.34us,290.77us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,38524,4.57s,72.39us,880.00ns,77.68us,12.06us,71.12us,373.48us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,22481,4.57s,123.05us,1.48us,133.26us,18.23us,121.21us,426.19us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,36877,4.57s,74.43us,850.00ns,81.16us,12.51us,72.95us,329.17us
imported/sherlock/name-whitespace,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,89267,4.63s,30.70us,830.00ns,33.47us,6.95us,29.42us,233.04us
imported/sherlock/name-alt1,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,81611,4.62s,34.06us,580.00ns,36.61us,23.81us,32.62us,6.53ms
imported/sherlock/name-alt2,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,34834,4.57s,81.73us,440.00ns,85.94us,10.34us,80.92us,357.20us
imported/sherlock/name-alt3,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,30586,4.57s,93.03us,330.00ns,97.91us,11.44us,92.27us,287.01us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,4254,4.51s,663.58us,20.56us,705.21us,100.12us,635.66us,2.06ms
imported/sherlock/name-alt4,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,22881,4.56s,125.06us,320.00ns,130.95us,13.10us,124.42us,346.30us
imported/sherlock/name-alt4-casei,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,10955,4.56s,263.17us,9.12us,273.68us,26.82us,252.45us,492.24us
imported/sherlock/name-alt5,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,32006,4.57s,87.94us,1.32us,93.55us,12.67us,86.15us,365.56us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,9817,4.56s,293.22us,9.78us,305.40us,72.29us,280.55us,6.74ms
imported/sherlock/no-match-uncommon,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,215324,4.83s,12.15us,440.00ns,13.81us,5.76us,11.47us,1.42ms
imported/sherlock/no-match-common,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,212368,4.83s,12.19us,410.00ns,14.01us,4.81us,11.59us,382.07us
imported/sherlock/no-match-really-common,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,136219,4.72s,20.39us,440.00ns,21.89us,6.59us,18.32us,1.40ms
imported/sherlock/the-lower,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,9399,4.56s,308.40us,8.67us,319.03us,27.40us,295.58us,627.71us
imported/sherlock/the-upper,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,82627,4.63s,33.69us,1.29us,36.16us,7.12us,31.32us,321.36us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,4915,4.51s,589.45us,18.88us,610.26us,54.97us,563.78us,1.09ms
imported/sherlock/everything-greedy,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,603,4.51s,4.91ms,84.76us,4.98ms,294.51us,4.71ms,8.09ms
imported/sherlock/everything-greedy-nl,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,594933,783,4.51s,3.75ms,60.05us,3.83ms,323.12us,3.62ms,6.34ms
